1000522,1986-03-02
1037945,1990-01-01
2600157,1976-03-02
2610530,1991-05-23
2610533,1987-01-02
2610537,1983-01-02
2632406,1971-09-28
2635256,2020-12-09
2635258,1975-10-10
2635261,1995-01-01
2635263,1995-03-20
2635296,1986-08-01
2646904,2020-12-23
2854864,1990-01-01
2899932,2000-11-01
2899938,1980-01-01
2908245,1982-03-20
2908287,1960-01-01
2908293,1987-07-26
2908294,1987-06-10
2908296,1982-09-22
2908301,1990-06-15
2908306,1989-05-26
2908327,1996-06-22
2908335,1999-06-28
2908336,1982-01-01
2908337,1974-11-10
2908364,2002-08-18
2908375,1978-08-09
2908380,1991-08-08
2908398,1966-08-11
2908417,1988-05-28
2920923,2000-12-12
2920924,1975-10-10
2921018,1995-03-15
2921092,1977-10-19
2921093,1989-08-13
2921094,1990-01-01
2921095,1981-07-10
2921096,1981-07-10
2921097,1981-07-10
2921098,1981-07-10
2921099,1982-07-10
2921100,1983-07-10
2921101,1981-07-10
2921102,1981-07-10
2921104,1981-07-20
2921105,1981-07-10
2921106,1981-07-20
2921108,1991-07-20
2921256,1965-08-31
2921257,1963-10-04
2921258,1966-04-30
2921264,1988-08-10
2921265,1991-07-20
2921266,1991-07-20
3000006,1982-01-01
3000010,1991-07-20
3000011,1991-07-20
3000012,1991-07-20
3000014,2001-03-20
3000036,1970-01-01
3000037,1970-01-01
3000038,1970-01-01
3000039,1970-01-01
3000194,1991-07-20
3000393,1991-07-20
3000395,1991-07-20
3000396,1991-07-20
3000397,1991-07-20
3000399,1991-07-20
3000400,1991-07-20
3000402,1991-07-20
3000404,1991-07-20
3000406,1991-07-20
3000409,1991-07-20
3000410,1991-07-20
3000411,1991-07-20
3000412,1991-07-20
3000413,1991-07-20
3000414,1991-07-20
3000415,1991-07-20
3000416,1991-07-20
3000417,1991-07-20
3000418,1991-07-20
3001402,1991-07-20
3001515,1991-07-20
3001516,1991-07-20
3001532,1991-07-20
3001542,1991-07-20
3001546,1991-07-20
3001547,1979-05-01
3001666,1991-07-20
3001670,1991-07-20
3001708,1991-07-20
3001736,1989-11-12
3001742,1991-07-04
3001744,1993-07-25
3001764,1991-07-20
3001765,1991-07-20
3001791,1956-02-02
3001793,1946-04-04
3001795,1977-02-02
3001798,1976-01-01
3001827,1991-07-20
3001830,1991-07-20
3001839,1991-07-20
3001890,1991-07-20
3001894,1991-07-16
3001897,1991-07-16
3001900,1987-10-07
3001901,1996-07-03
3001925,1970-01-01
3002302,1991-07-20
3002558,1989-11-13
3002566,1993-07-26
1000513,1991-01-01
1000514,1984-03-02
1000515,1979-08-05
1000516,1984-12-09
1000517,1981-01-21
1000518,1971-08-23
1000524,1982-09-05
1000525,1971-11-05
1000865,1978-04-01
2610536,1984-01-02
2635290,1987-08-01
2908355,2001-05-13
2908365,2001-06-07
2908370,1986-08-15
2908371,2008-07-07
2908385,1974-11-10
2908406,2000-09-01
3001432,1991-07-16
3001446,1991-07-16
3001449,1991-07-16
3001452,1991-07-16
3001463,1991-07-16
3001734,1989-06-03
3001741,1982-04-23
3001834,1976-01-01
3001899,1991-07-16
3002556,1989-06-04
3002563,1982-04-24
3001465,1978-01-01
1000467,1980-02-25
1000471,1962-01-01
1000473,1985-05-01
1000475,1978-04-02
1000476,1981-09-01
1000477,1991-08-01
1000478,1989-10-10
1000479,1975-05-05
1000482,1981-09-05
1000486,1961-12-05
1000487,1987-05-16
1000497,1961-04-05
1000498,1981-03-02
1000499,1988-02-05
1000500,1987-04-05
1000501,1992-08-02
1000503,1982-02-02
1000504,1991-05-05
1000505,1989-08-02
1000521,1982-03-01
1000526,1979-12-01
1000828,1980-01-01
1000851,1987-07-01
1000863,1986-09-04
1000864,1987-07-01
2460665,1977-04-02
2600001,2000-11-16
2600077,1982-07-01
2600147,1984-04-21
2600148,1967-01-22
2600154,1976-10-24
2600158,1985-09-22
2600171,1992-07-25
2632412,1984-02-16
2635255,1985-07-04
2635297,1987-04-01
2635299,1986-06-01
2908249,1980-01-01
2908299,1973-08-15
2908350,2008-07-10
2908351,1990-01-01
2908353,2001-01-16
2908357,2000-06-24
2908359,2000-10-19
2908376,1991-08-13
2908377,2000-01-13
2908378,1999-09-15
2908379,1989-08-17
2908400,1990-02-14
2908404,1980-01-01
2920911,1978-07-01
2920919,1977-07-06
2920950,2008-05-07
2921022,1985-08-16
2921024,1972-12-10
2921081,1977-05-11
2921091,1978-05-11
2921270,1981-09-16
2921271,1999-08-25
2921272,1997-04-13
3001422,1991-07-16
3001424,1991-07-16
3001425,1991-07-16
3001426,1991-07-16
3001427,1991-07-16
3001428,1991-07-16
3001429,1991-07-16
3001430,1991-07-16
3001431,1991-07-16
3001433,1991-07-16
3001434,1991-07-16
3001435,1991-07-16
3001436,1991-07-16
3001438,1991-07-16
3001439,1991-07-16
3001440,1991-07-16
3001441,1991-07-16
3001443,1991-07-16
3001445,1991-07-16
3001447,1991-07-16
3001448,1991-07-16
3001450,1991-07-16
3001451,1991-07-16
3001453,1991-07-16
3001454,1991-07-16
3001456,1991-07-16
3001457,1991-07-16
3001458,1991-07-16
3001460,1991-07-16
3001534,2000-01-01
3001675,1989-10-01
3001729,1988-11-23
3001730,1995-08-03
3001731,1984-07-28
3001737,1991-11-22
3001738,1980-05-10
3001739,1985-03-16
3001745,1980-02-17
3001746,1988-11-12
3001747,1988-11-22
3001751,1980-05-10
3001787,1955-02-02
3001788,1999-03-03
3001879,1978-03-31
3001883,1997-07-10
3001895,1991-07-16
3001896,1991-07-16
3001931,1980-01-01
3002551,1988-11-24
3002552,1995-08-04
3002553,1984-07-29
3002559,1991-11-23
3002560,1980-05-11
3002561,1985-03-17
3002564,1991-07-05
3002567,1980-02-18
3002568,1988-11-13
3002569,1988-11-23
3002575,1955-02-03
3002576,1999-03-04
1000338,1980-01-08
1000340,1960-01-01
1000430,1986-02-28
1000470,1971-01-01
1000474,1975-02-01
1000852,1987-09-05
1000853,1987-08-05
1000854,1982-05-05
1000855,1980-07-01
1000858,1970-01-04
1000859,1982-07-04
1000861,1980-04-01
1000862,1987-05-01
1000866,1982-09-01
1000867,1984-09-03
1000868,1983-11-18
1000869,1965-01-01
1111112,1955-02-07
1373464,1977-06-03
1666461,1978-02-22
2908309,1996-07-02
2908381,1982-08-05
3001420,1991-07-16
3001876,1979-05-01
3001877,1979-05-01
3001878,1987-06-12
3001880,1999-03-10
3001886,1972-08-06
3001888,1991-07-16
3001893,1991-07-16
3001898,1991-07-16
3001921,1971-01-01
1000190,1990-11-16
1000199,1980-01-01
1000468,1991-05-05
1000506,1982-02-02
1000507,1992-11-05
1000508,1981-05-05
1000509,1992-02-02
1000510,1991-11-29
1000511,1974-12-02
1000512,1986-09-16
1000519,1992-02-02
1000523,1973-11-02
1000818,1990-05-02
1000822,1980-05-01
1000835,1985-04-01
1000890,1997-01-15
1001102,1994-04-06
1002076,1990-01-01
2600005,1990-01-01
2600010,1990-09-04
2600013,1990-09-04
2600014,1990-09-04
2600018,1990-09-04
2600049,1990-09-04
2600050,2000-01-28
2600056,2000-01-02
2600066,1990-09-04
2600071,1990-01-01
2600078,1995-06-13
2600150,1974-10-07
2610535,1985-01-02
2635289,1970-01-01
2770504,1990-01-01
2908239,1978-08-12
2908247,1980-01-01
2908248,1987-03-14
2908310,1996-07-02
2908352,2000-09-14
2908354,2000-05-10
2908362,2000-06-24
2908363,2005-11-16
2908366,1972-08-24
2908368,2001-06-10
2908372,2001-08-24
2908373,2002-08-29
2908382,1994-08-18
2908383,2008-07-09
2908392,1996-08-16
2908401,1980-01-01
2908405,2000-09-01
2918112,1980-01-01
2918113,1980-01-01
2920885,1980-01-01
2920890,1999-03-21
2921040,1958-01-01
3000299,1940-01-01
3001158,2000-06-21
3001423,1991-07-16
3001437,1991-07-16
3001442,1991-07-16
3001444,1991-07-16
3001455,1991-07-16
3001459,1991-07-16
3001462,1991-07-16
3001464,1991-07-16
3001469,1990-01-01
3001470,1940-01-01
3001472,1940-01-01
3001474,1940-01-01
3001475,1940-01-01
3001476,1940-01-01
3001478,1940-01-01
3001482,1940-01-01
3001483,1940-01-01
3001484,1940-01-01
3001485,1940-01-01
3001486,1940-01-01
3001487,1940-01-01
3001488,1940-01-01
3001489,1940-01-01
3001497,1940-01-01
3001499,1940-01-01
3001500,1940-01-01
3001502,1940-01-01
3001503,1940-01-01
3001505,1940-01-01
3001506,1940-01-01
3001507,1940-01-01
3001508,1940-01-01
3001509,1940-01-01
3001530,2003-06-03
3001554,1960-01-01
3001582,1940-01-01
3001728,1991-03-05
3001743,1980-12-20
3001750,1960-05-10
3001778,1940-01-01
3001786,1977-01-01
3001790,1966-01-01
3001792,1997-03-03
3001794,2002-12-01
3001800,1999-01-01
3001836,1973-02-07
3001924,1990-01-02
3001965,2002-03-07
3002065,1990-01-01
3002550,1991-03-06
3002565,1980-12-21
3002572,1960-05-11
3002574,1977-01-02
9002001,1984-03-08
1000804,1975-08-03
1000825,1972-06-06
1000830,1975-08-01
1000833,1978-08-06
1000834,1985-08-09
1000836,1994-08-01
1000839,1987-07-04
1000841,1986-04-01
1000843,1996-09-01
1000844,1981-09-01
1000845,1978-08-06
1000846,1987-04-04
1000848,1979-09-05
1000849,1986-07-04
1000850,1997-09-06
1294410,1985-09-11
1294411,1986-09-07
1294412,1987-09-11
1294413,1988-09-11
1294414,1989-09-11
2570408,1973-09-11
2600020,1974-09-11
2600022,1975-09-11
2600026,1981-09-11
2600034,1987-01-07
2600037,1996-09-11
2600041,2000-12-01
2600051,1995-01-01
2600055,2000-01-01
2600062,2000-01-01
2600072,1984-10-04
2600106,1982-03-28
2600107,1989-10-25
2600108,1988-10-25
2600109,1970-10-25
2600121,1978-04-01
2600122,1965-08-01
2600123,1978-04-01
2600124,1987-09-04
2600125,1984-09-05
2600126,1985-09-01
2600127,1965-08-02
2600128,1983-07-01
2600129,1983-01-01
2600136,1989-03-30
2600137,1990-03-30
2600145,1999-05-05
2600151,1961-10-15
2600152,1971-02-02
2600155,1978-09-17
2600161,1955-04-11
2600174,1987-10-13
2610529,1992-05-23
2635231,1995-03-30
2635232,1995-03-30
2635233,1995-03-30
2635270,1973-02-01
2635287,1990-01-11
2635288,1999-01-11
2635295,1963-08-05
2645637,1980-01-01
2645638,1980-01-01
2645640,1980-01-01
2899928,1990-08-25
2899939,2000-11-01
2908268,1985-08-23
2908322,1986-04-09
2908323,1987-08-01
2908324,1987-08-01
2908325,1987-08-01
2908330,1987-09-01
2908331,1987-08-01
2908332,1987-09-01
2908342,1997-03-19
2908343,1984-09-04
2908360,1998-08-18
2908399,1990-08-15
2908403,1989-10-30
2908409,1971-02-01
2918111,1980-01-01
2918115,1980-01-01
2920881,1966-07-05
2920882,1980-01-01
2920886,1988-03-16
2920888,1998-02-01
2920889,1993-02-09
2920892,1968-06-15
2920897,1988-05-02
2920898,1995-02-10
2920920,1971-02-09
2920922,1990-08-14
2920952,1981-07-10
2920954,1980-04-10
2920955,2000-12-19
2920961,1990-04-01
2920962,1980-01-01
2920963,1981-07-10
2920971,1993-04-01
2920991,1967-09-10
2920994,1981-07-10
2920995,1981-07-10
2920996,1981-07-10
2920997,1981-07-10
2920999,1981-07-10
2921000,1981-07-10
2921001,1981-07-10
2921007,1981-07-10
2921023,1953-04-01
2921032,1975-08-01
2921037,1999-01-14
2921041,1960-04-01
2921042,1981-07-10
2921082,1989-10-01
2921084,1984-07-26
2921107,1991-07-20
3000015,1991-07-16
3000030,1968-01-01
3000193,1991-07-16
3000394,1991-07-20
3000398,1991-07-20
3000401,1992-07-20
3000425,1991-07-16
3000439,2000-03-04
3000440,2002-05-02
3000441,1978-01-24
3000442,2001-11-08
3000443,2001-07-28
3000444,1979-06-13
3000445,2002-01-19
3000446,1987-03-04
3000447,1975-12-23
3000448,1999-11-09
3000449,1995-03-05
3000450,1964-11-17
3000451,2002-08-30
3000452,1997-08-25
3000453,2003-05-22
3000454,2001-06-10
3000455,1992-09-01
3000456,1999-08-05
3000457,1990-08-07
3000458,1981-12-18
3000459,2000-06-19
3000460,1999-09-24
3000461,2001-12-17
3000462,2002-02-11
3000463,2002-02-20
3000464,1996-12-05
3000465,1988-09-11
3000466,1991-10-01
3000467,1995-12-18
3000468,1998-03-03
3000469,2000-11-28
3000470,1999-02-28
3000471,1996-11-01
3000472,2002-01-06
3000473,1999-12-08
3000474,1982-02-11
3000475,2001-10-17
3000476,2002-12-03
3000477,2002-06-10
3000478,2001-09-11
3000479,2004-04-23
3000480,1992-04-20
3000481,1967-04-08
3000482,1996-07-25
3000483,2000-10-22
3000484,2002-08-13
3000485,2003-12-29
3000486,1999-02-05
3000487,1996-12-29
3000488,1996-07-25
3000489,1997-07-15
3000490,1988-12-12
3000491,2002-12-10
3000492,2002-06-01
3000493,1982-12-15
3000494,2000-06-01
3000495,2004-08-08
3000496,2000-01-26
3000497,2002-08-23
3000498,2002-06-12
3000499,1998-10-03
3000500,2003-10-12
3000501,2002-09-02
3000502,1993-09-01
3000503,2003-12-01
3000504,2001-05-01
3000505,2004-08-09
3000506,1988-10-16
3000507,1997-06-16
3000508,2003-03-19
3000509,2003-01-13
3000510,1984-05-14
3000511,1998-04-04
3000512,1993-12-17
3000513,2001-09-29
3000514,2000-12-08
3000515,1995-03-20
3000516,1996-02-24
3000517,1998-01-05
3000518,1998-08-08
3000519,2004-02-01
3000520,2002-06-17
3000521,1997-12-05
3000522,1999-08-12
3000523,1997-10-06
3000524,2000-05-01
3000525,2001-12-14
3000526,1998-12-02
3000527,1995-04-03
3000528,1998-01-01
3000529,1993-11-14
3000530,1999-05-05
3000531,1994-12-09
3000532,1995-06-03
3000533,1987-08-18
3000534,1992-09-18
3000535,1991-12-18
3000536,1998-05-25
3000537,1979-09-16
3000538,1986-06-29
3000539,2000-06-11
3000540,1996-12-03
3000541,1999-05-30
3000542,2000-04-19
3000543,1998-11-16
3000544,1983-05-18
3000545,1997-09-15
3000546,1988-10-28
3000547,2001-02-10
3000548,1979-12-11
3000549,2001-02-01
3000550,1999-08-30
3000551,1975-09-16
3000552,1978-07-26
3000553,1969-02-12
3000554,2000-03-18
